"REF_DATE","GEO","DGUID","Age at time of death","Sex","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-09-07","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2019-09-14","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2019-09-21","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2019-09-28","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2019-10-05","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2019-10-12","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2019-10-19","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2019-10-26","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2019-11-02","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2019-11-09","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2019-11-16","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2019-11-23","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2019-11-30","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2019-12-07","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2019-12-14","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2019-12-21","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2019-12-28","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-01-04","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-01-11","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-01-18","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-01-25","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-02-01","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-02-08","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-02-15","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-02-22","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-02-29","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-03-07","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-03-14","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-03-21","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-03-28","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-04-04","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-04-11","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-04-18","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-04-25","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-05-02","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-05-09","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-05-16","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-05-23","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-05-30","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-06-06","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-06-13","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-06-20","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-06-27","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-07-04","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-07-11","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-07-18","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-07-25","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-08-01","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-08-08","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-08-15","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-08-22","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-08-29","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-09-05","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-09-12","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-09-19","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-09-26","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-10-03","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-10-10","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-10-17","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-10-24","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-10-31","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-11-07","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-11-14","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-11-21","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-11-28","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2020-12-05","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-12-12","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-12-19","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2020-12-26","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2021-01-02","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2021-01-09","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2021-01-16","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2021-01-23","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2021-01-30","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2021-02-06","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2021-02-13","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2021-02-20","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2021-02-27","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2021-03-06","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2021-03-13","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2021-03-20","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2021-03-27","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2021-04-03","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2021-04-10","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","","..","","","0"
"2021-04-17","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2021-04-24","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2021-05-01","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2021-05-08","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","","..","","","0"
"2021-05-15","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2021-05-22","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2021-05-29","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","","..","","","0"
"2021-06-05","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","0","","","","0"
"2021-06-12","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2021-06-19","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2021-06-26","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320340","2.2.2.1","5","","","","0"
"2019-01-05","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 45 to 64 years","Males","Number of deaths","Number","223","units","0","v1161320343","2.3.2.1","10","","","","0"
"2019-01-12","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 45 to 64 years","Males","Number of deaths","Number","223","units","0","v1161320343","2.3.2.1","10","","","","0"
"2019-01-19","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 45 to 64 years","Males","Number of deaths","Number","223","units","0","v1161320343","2.3.2.1","10","","","","0"
"2019-01-26","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 45 to 64 years","Males","Number of deaths","Number","223","units","0","v1161320343","2.3.2.1","20","","","","0"
"2019-02-02","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 45 to 64 years","Males","Number of deaths","Number","223","units","0","v1161320343","2.3.2.1","5","","","","0"
"2019-02-09","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 45 to 64 years","Males","Number of deaths","Number","223","units","0","v1161320343","2.3.2.1","15","","","","0"
"2019-02-16","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 45 to 64 years","Males","Number of deaths","Number","223","units","0","v1161320343","2.3.2.1","5","","","","0"
"2019-02-23","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 45 to 64 years","Males","Number of deaths","Number","223","units","0","v1161320343","2.3.2.1","10","","","","0"
"2019-03-02","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 45 to 64 years","Males","Number of deaths","Number","223","units","0","v1161320343","2.3.2.1","5","","","","0"
"2019-03-09","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 45 to 64 years","Males","Number of deaths","Number","223","units","0","v1161320343","2.3.2.1","10","","","","0"
"2019-03-16","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 45 to 64 years","Males","Number of deaths","Number","223","units","0","v1161320343","2.3.2.1","5","","","","0"
"2019-03-23","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 45 to 64 years","Males","Number of deaths","Number","223","units","0","v1161320343","2.3.2.1","5","","","","0"
"2019-03-30","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 45 to 64 years","Males","Number of deaths","Number","223","units","0","v1161320343","2.3.2.1","5","","","","0"
"2019-04-06","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 45 to 64 years","Males","Number of deaths","Number","223","units","0","v1161320343","2.3.2.1","15","","","","0"
"2019-04-13","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 45 to 64 years","Males","Number of deaths","Number","223","units","0","v1161320343","2.3.2.1","0","","","","0"
"2019-04-20","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 45 to 64 years","Males","Number of deaths","Number","223","units","0","v1161320343","2.3.2.1","10","","","","0"
"2019-04-27","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 45 to 64 years","Males","Number of deaths","Number","223","units","0","v1161320343","2.3.2.1","10","","","","0"
"2019-05-04","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 45 to 64 years","Males","Number of deaths","Number","223","units","0","v1161320343","2.3.2.1","15","","","","0"
"2019-05-11","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 45 to 64 years","Males","Number of deaths","Number","223","units","0","v1161320343","2.3.2.1","5","","","","0"
"2019-05-18","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 45 to 64 years","Males","Number of deaths","Number","223","units","0","v1161320343","2.3.2.1","10","","","","0"
"2019-05-25","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 45 to 64 years","Males","Number of deaths","Number","223","units","0","v1161320343","2.3.2.1","5","","","","0"
"2019-06-01","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 45 to 64 years","Males","Number of deaths","Number","223","units","0","v1161320343","2.3.2.1","15","","","","0"
"2019-06-08","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 45 to 64 years","Males","Number of deaths","Number","223","units","0","v1161320343","2.3.2.1","10","","","","0"
