x,y,ID,TOTAL_RAIN,SNOW_ON_GROUND,TOTAL_SNOW_FLAG,TOTAL_SNOW,MAX_REL_HUMIDITY_FLAG,DIRECTION_MAX_GUST_FLAG,CLIMATE_IDENTIFIER,COOLING_DEGREE_DAYS_FLAG,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY,LOCAL_MONTH,PROVINCE_CODE,LOCAL_YEAR,STATION_NAME,SNOW_ON_GROUND_FLAG,MAX_TEMPERATURE_FLAG,MAX_TEMPERATURE,MEAN_TEMPERATURE,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,LOCAL_DATE,MIN_REL_HUMIDITY_FLAG,HEATING_DEGREE_DAYS,TOTAL_PRECIPITATION,LOCAL_DAY,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN_FLAG,SPEED_MAX_GUST,MIN_TEMPERATURE,MAX_REL_HUMIDITY,DIRECTION_MAX_GUST
-118.58527777777778,52.05305555555555,1175122.2020.6.3,0,0,,0,,,1175122,,,,,6,BC,2020,MICA DAM,,,15,10.5,,0,,2020-06-03 00:00:00,,7.5,0,3,,,,6,,
-118.58527777777778,52.05305555555555,1175122.2020.6.4,0,0,,0,,,1175122,,,,,6,BC,2020,MICA DAM,,,19,11.3,,0,,2020-06-04 00:00:00,,6.7,0,4,,,,3.5,,
-118.58527777777778,52.05305555555555,1175122.2020.6.5,1,0,,0,,,1175122,,,,,6,BC,2020,MICA DAM,,,22,12.3,,0,,2020-06-05 00:00:00,,5.7,1,5,,,,2.5,,
-118.58527777777778,52.05305555555555,1175122.2020.6.6,1.6,0,,0,,,1175122,,,,,6,BC,2020,MICA DAM,,,19,12.5,,0,,2020-06-06 00:00:00,,5.5,1.6,6,,,,6,,
-118.58527777777778,52.05305555555555,1175122.2020.6.7,0,0,,0,,,1175122,,,,,6,BC,2020,MICA DAM,,,16,10.5,,0,,2020-06-07 00:00:00,,7.5,0,7,,,,5,,
-118.58527777777778,52.05305555555555,1175122.2020.6.8,0,0,,0,,,1175122,,,,,6,BC,2020,MICA DAM,,,19,12.5,,0,,2020-06-08 00:00:00,,5.5,0,8,,,,6,,
-118.58527777777778,52.05305555555555,1175122.2020.6.9,1.4,0,,0,,,1175122,,,,,6,BC,2020,MICA DAM,,,18,12,,0,,2020-06-09 00:00:00,,6,1.4,9,,,,6,,
-118.58527777777778,52.05305555555555,1175122.2020.6.10,0,0,,0,,,1175122,,,,,6,BC,2020,MICA DAM,,,18,13,,0,,2020-06-10 00:00:00,,5,0,10,,,,8,,
-118.58527777777778,52.05305555555555,1175122.2020.6.11,4.8,0,,0,,,1175122,,,,,6,BC,2020,MICA DAM,,,23,16,,0,,2020-06-11 00:00:00,,2,4.8,11,,,,9,,
-118.58527777777778,52.05305555555555,1175122.2020.6.12,12.8,0,,0,,,1175122,,,,,6,BC,2020,MICA DAM,,,17,13.8,,0,,2020-06-12 00:00:00,,4.2,12.8,12,,,,10.5,,
-118.58527777777778,52.05305555555555,1175122.2020.6.13,12.6,0,,0,,,1175122,,,,,6,BC,2020,MICA DAM,,,13,11.5,,0,,2020-06-13 00:00:00,,6.5,12.6,13,,,,10,,
-118.58527777777778,52.05305555555555,1175122.2020.6.14,,0,,,,,1175122,M,M,,,6,BC,2020,MICA DAM,,M,,,,,M,2020-06-14 00:00:00,,,,14,,,,9,,
-118.58527777777778,52.05305555555555,1175122.2020.6.15,0,,,0,,,1175122,M,M,M,,6,BC,2020,MICA DAM,,,17,,,,M,2020-06-15 00:00:00,,,0,15,,,,,,
-118.58527777777778,52.05305555555555,1175122.2020.6.16,0,0,,0,,,1175122,,,,,6,BC,2020,MICA DAM,,,21.5,14.3,,0,,2020-06-16 00:00:00,,3.7,0,16,,,,7,,
-118.58527777777778,52.05305555555555,1175122.2020.6.17,0,0,,0,,,1175122,,,,,6,BC,2020,MICA DAM,,,21,13,,0,,2020-06-17 00:00:00,,5,0,17,,,,5,,
-118.58527777777778,52.05305555555555,1175122.2020.6.18,0,0,,0,,,1175122,,,,,6,BC,2020,MICA DAM,,,27.5,16.5,,0,,2020-06-18 00:00:00,,1.5,0,18,,,,5.5,,
-118.58527777777778,52.05305555555555,1175122.2020.6.19,0.2,0,,0,,,1175122,,,,,6,BC,2020,MICA DAM,,,25,15.3,,0,,2020-06-19 00:00:00,,2.7,0.2,19,,,,5.5,,
-118.58527777777778,52.05305555555555,1175122.2020.6.20,8,0,,0,,,1175122,,,,,6,BC,2020,MICA DAM,,,17,14.3,,0,,2020-06-20 00:00:00,,3.7,8,20,,,,11.5,,
-118.58527777777778,52.05305555555555,1175122.2020.6.21,,0,,,,,1175122,M,M,,,6,BC,2020,MICA DAM,,M,,,,,M,2020-06-21 00:00:00,,,,21,,,,11.5,,
-118.58527777777778,52.05305555555555,1175122.2020.6.22,3.6,,,0,,,1175122,M,M,M,,6,BC,2020,MICA DAM,,,25,,,,M,2020-06-22 00:00:00,,,3.6,22,,,,,,
-118.58527777777778,52.05305555555555,1175122.2020.6.23,7.8,0,,0,,,1175122,,,,,6,BC,2020,MICA DAM,,,21,15.5,,0,,2020-06-23 00:00:00,,2.5,7.8,23,,,,10,,
-118.58527777777778,52.05305555555555,1175122.2020.6.24,10.4,0,,0,,,1175122,,,,,6,BC,2020,MICA DAM,,,19,16,,0,,2020-06-24 00:00:00,,2,10.4,24,,,,13,,
-118.58527777777778,52.05305555555555,1175122.2020.6.25,0.8,0,,0,,,1175122,,,,,6,BC,2020,MICA DAM,,,23,16.3,,0,,2020-06-25 00:00:00,,1.7,0.8,25,,,,9.5,,
-118.58527777777778,52.05305555555555,1175122.2020.6.26,19,0,,0,,,1175122,,,,,6,BC,2020,MICA DAM,,,17,13.8,,0,,2020-06-26 00:00:00,,4.2,19,26,,,,10.5,,
-118.58527777777778,52.05305555555555,1175122.2020.6.27,1.6,0,,0,,,1175122,,,,,6,BC,2020,MICA DAM,,,16,13,,0,,2020-06-27 00:00:00,,5,1.6,27,,,,10,,
-118.58527777777778,52.05305555555555,1175122.2020.6.28,0.4,0,,0,,,1175122,,,,,6,BC,2020,MICA DAM,,,20.5,13.8,,0,,2020-06-28 00:00:00,,4.2,0.4,28,,,,7,,
-118.58527777777778,52.05305555555555,1175122.2020.6.29,0,0,,0,,,1175122,,,,,6,BC,2020,MICA DAM,,,24,15.5,,0,,2020-06-29 00:00:00,,2.5,0,29,,,,7,,
-118.58527777777778,52.05305555555555,1175122.2020.6.30,16,0,,0,,,1175122,,,,,6,BC,2020,MICA DAM,,,18,13,,0,,2020-06-30 00:00:00,,5,16,30,,,,8,,
-118.58527777777778,52.05305555555555,1175122.2020.7.1,34.8,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,12,11,,0,,2020-07-01 00:00:00,,7,34.8,1,,,,10,,
-118.58527777777778,52.05305555555555,1175122.2020.7.2,8.8,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,12,10.3,,0,,2020-07-02 00:00:00,,7.7,8.8,2,,,,8.5,,
-118.58527777777778,52.05305555555555,1175122.2020.7.3,13.2,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,15,12,,0,,2020-07-03 00:00:00,,6,13.2,3,,,,9,,
-118.58527777777778,52.05305555555555,1175122.2020.7.4,1.6,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,17,12.5,,0,,2020-07-04 00:00:00,,5.5,1.6,4,,,,8,,
-118.58527777777778,52.05305555555555,1175122.2020.7.5,,0,,,,,1175122,M,M,,,7,BC,2020,MICA DAM,,M,,,,,M,2020-07-05 00:00:00,,,,5,,,,9.5,,
-118.58527777777778,52.05305555555555,1175122.2020.7.6,6.2,,,0,,,1175122,M,M,M,,7,BC,2020,MICA DAM,,,17,,,,M,2020-07-06 00:00:00,,,6.2,6,,,,,,
-118.58527777777778,52.05305555555555,1175122.2020.7.7,0.2,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,20.5,15.8,,0,,2020-07-07 00:00:00,,2.2,0.2,7,,,,11,,
-118.58527777777778,52.05305555555555,1175122.2020.7.8,5,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,20.5,16.3,,0,,2020-07-08 00:00:00,,1.7,5,8,,,,12,,
-118.58527777777778,52.05305555555555,1175122.2020.7.9,6.8,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,15,12.5,,0,,2020-07-09 00:00:00,,5.5,6.8,9,,,,10,,
-118.58527777777778,52.05305555555555,1175122.2020.7.10,0.8,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,19,14.8,,0,,2020-07-10 00:00:00,,3.2,0.8,10,,,,10.5,,
-118.58527777777778,52.05305555555555,1175122.2020.7.11,1.6,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,25,16.3,,0,,2020-07-11 00:00:00,,1.7,1.6,11,,,,7.5,,
-118.58527777777778,52.05305555555555,1175122.2020.7.12,4.6,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,15,12,,0,,2020-07-12 00:00:00,,6,4.6,12,,,,9,,
-118.58527777777778,52.05305555555555,1175122.2020.7.13,0,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,19,14,,0,,2020-07-13 00:00:00,,4,0,13,T,T,,9,,
-118.58527777777778,52.05305555555555,1175122.2020.7.14,,0,,,,,1175122,M,M,,,7,BC,2020,MICA DAM,,M,,,,,M,2020-07-14 00:00:00,,,,14,,,,7.5,,
-118.58527777777778,52.05305555555555,1175122.2020.7.15,0,,,0,,,1175122,M,M,M,,7,BC,2020,MICA DAM,,,24,,,,M,2020-07-15 00:00:00,,,0,15,,,,,,
-118.58527777777778,52.05305555555555,1175122.2020.7.16,12.4,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,19,15.8,,0,,2020-07-16 00:00:00,,2.2,12.4,16,,,,12.5,,
-118.58527777777778,52.05305555555555,1175122.2020.7.17,0,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,21,16,,0,,2020-07-17 00:00:00,,2,0,17,,,,11,,
-118.58527777777778,52.05305555555555,1175122.2020.7.18,0,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,20,13.3,,0,,2020-07-18 00:00:00,,4.7,0,18,,,,6.5,,
-118.58527777777778,52.05305555555555,1175122.2020.7.19,0.8,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,23,15,,0,,2020-07-19 00:00:00,,3,0.8,19,,,,7,,
-118.58527777777778,52.05305555555555,1175122.2020.7.20,0.6,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,26,17.5,,0,,2020-07-20 00:00:00,,0.5,0.6,20,,,,9,,
-118.58527777777778,52.05305555555555,1175122.2020.7.21,15.6,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,24,17.3,,0,,2020-07-21 00:00:00,,0.7,15.6,21,,,,10.5,,
-118.58527777777778,52.05305555555555,1175122.2020.7.22,9.6,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,21,17,,0,,2020-07-22 00:00:00,,1,9.6,22,,,,13,,
-118.58527777777778,52.05305555555555,1175122.2020.7.23,16.4,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,18.5,16.5,,0,,2020-07-23 00:00:00,,1.5,16.4,23,,,,14.5,,
-118.58527777777778,52.05305555555555,1175122.2020.7.24,2.2,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,18,14,,0,,2020-07-24 00:00:00,,4,2.2,24,,,,10,,
-118.58527777777778,52.05305555555555,1175122.2020.7.25,0,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,19.5,14.8,,0,,2020-07-25 00:00:00,,3.2,0,25,,,,10,,
-118.58527777777778,52.05305555555555,1175122.2020.7.26,0,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,25,15.8,,0,,2020-07-26 00:00:00,,2.2,0,26,,,,6.5,,
-118.58527777777778,52.05305555555555,1175122.2020.7.27,0,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,27,16.5,,0,,2020-07-27 00:00:00,,1.5,0,27,,,,6,,
-118.58527777777778,52.05305555555555,1175122.2020.7.28,0,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,30,19.5,,1.5,,2020-07-28 00:00:00,,0,0,28,,,,9,,
-118.58527777777778,52.05305555555555,1175122.2020.7.29,0,0,,0,,,1175122,,,,,7,BC,2020,MICA DAM,,,30,20.3,,2.3,,2020-07-29 00:00:00,,0,0,29,,,,10.5,,
-118.58527777777778,52.05305555555555,1175122.2020.7.30,,0,,,,,1175122,M,M,,,7,BC,2020,MICA DAM,,M,,,,,M,2020-07-30 00:00:00,,,,30,,,,10,,
-118.58527777777778,52.05305555555555,1175122.2020.7.31,2,,,0,,,1175122,M,M,M,,7,BC,2020,MICA DAM,,,32,,,,M,2020-07-31 00:00:00,,,2,31,,,,,,
-118.58527777777778,52.05305555555555,1175122.2020.8.1,0,0,,0,,,1175122,,,,,8,BC,2020,MICA DAM,,,30,21,,3,,2020-08-01 00:00:00,,0,0,1,,,,12,,
-118.58527777777778,52.05305555555555,1175122.2020.8.2,0,0,,0,,,1175122,,,,,8,BC,2020,MICA DAM,,,29,22,,4,,2020-08-02 00:00:00,,0,0,2,T,T,,15,,
-118.58527777777778,52.05305555555555,1175122.2020.8.3,2.6,0,,0,,,1175122,,,,,8,BC,2020,MICA DAM,,,23.5,18.8,,0.8,,2020-08-03 00:00:00,,0,2.6,3,,,,14,,
-118.58527777777778,52.05305555555555,1175122.2020.8.4,0,0,,0,,,1175122,,,,,8,BC,2020,MICA DAM,,,26,18.3,,0.3,,2020-08-04 00:00:00,,0,0,4,,,,10.5,,
-118.58527777777778,52.05305555555555,1175122.2020.8.5,0.4,0,,0,,,1175122,,,,,8,BC,2020,MICA DAM,,,27,18.3,,0.3,,2020-08-05 00:00:00,,0,0.4,5,,,,9.5,,
